Round,AI Rank,State,Institute,Course,Quota,Category
1,1828,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,AIIMS-All India,SC
1,1832,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,AIIMS-All India,UR
1,1833,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,UR
1,1835,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,1836,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,SC
1,1848,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,1860,Rajasthan,"AIIMS, Jodhpur",ENT,AIIMS-All India,OBC
1,1862,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,ST
1,1871,Chandigarh,"PGIMER, Chandigarh",BIOCHEMISTRY,PGIMER-All India,UR
1,1884,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
1,1888,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,1900,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,OBC
1,1903,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,OBC
1,1905,Chhattisgarh,"AIIMS, Raipur",ENT,AIIMS-All India,OBC
1,1908,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,1909,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,AIIMS-All India,OBC
1,1910,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,AIIMS-All India,EWS
1,1911,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,UR
1,1912,Telangana,"AIIMS, Bibinagar",PMR,AIIMS-All India,UR
1,1917,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,AIIMS-All India,SC
1,1922,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,1926,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,AIIMS-All India,UR
1,1927,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,1928,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,AIIMS-All India,UR
1,1931,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,AIIMS-All India,SC
1,1938,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
1,1941,West Bengal,"AIIMS, Kalyani",RADIATION ONCOLOGY,AIIMS-All India,EWS
1,1944,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,SC
1,1951,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,1954,Bihar,"AIIMS, Patna",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,1955,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,1957,Bihar,"AIIMS, Patna",ENT,AIIMS-All India,OBC
1,1959,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIMPER-Inst. Pref,INST (JIPMER)
1,1962,Bihar,"AIIMS, Patna",OPHTHALMOLOGY,AIIMS-All India,OBC
1,1966,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,AIIMS-All India,UR
1,1977,Jammu and Kashmir,"AIIMS, Jammu",PMR,AIIMS-All India,UR
1,1995,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,1997,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,UR
1,2006,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2009,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,AIIMS-All India,EWS
1,2013,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,SC
1,2018,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2026,Jharkhand,"AIIMS, Deoghar",ENT,AIIMS-All India,OBC
1,2035,Chhattisgarh,"AIIMS, Raipur",IHBT,AIIMS-All India,UR
1,2044,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,ST
1,2046,Maharashtra,"AIIMS, Nagpur",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2049,Bihar,"AIIMS, Patna",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2052,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,UR
1,2056,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2065,Punjab,"AIIMS, Bathinda",PATHOLOGY,AIIMS-All India,UR
1,2078,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,UR
1,2081,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,AIIMS-All India,UR
1,2088,Telangana,"AIIMS, Bibinagar",IHBT,AIIMS-All India,UR
1,2091,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,JIMPER-Inst. Pref,INST (JIPMER)-PwD
1,2093,West Bengal,"AIIMS, Kalyani",PATHOLOGY,AIIMS-All India,UR
1,2094,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,UR-PwD
1,2099,Punjab,"AIIMS, Bathinda",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
1,2102,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,OBC
1,2106,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-Rural,UR-RA
1,2107,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2108,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,AIIMS-All India,OBC
1,2109,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,AIIMS-All India,SC
1,2110,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,OBC
1,2112,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2119,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2120,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,AIIMS-All India,UR
1,2127,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2128,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2143,Odisha,"AIIMS, Bhubaneswar",ENT,AIIMS-All India,EWS
1,2149,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,SC
1,2156,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,AIIMS-All India,EWS
1,2178,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2210,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,UR
1,2213,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,AIIMS-All India,SC
1,2224,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-Rural,UR-RA
1,2225,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2230,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-All India,OBC
1,2250,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,SC
1,2251,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2263,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-All India,OBC
1,2266,Jharkhand,"AIIMS, Deoghar",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2269,Delhi,"AIIMS, Delhi",BIOPHYSICS,AIIMS-All India,OBC
1,2276,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,OBC
1,2278,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
1,2279,Delhi,"AIIMS, Delhi",IHBT,AIIMS-All India,OBC
1,2280,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2284,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2302,Telangana,"AIIMS, Bibinagar",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
1,2303,Odisha,"AIIMS, Bhubaneswar",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2304,Uttar Pradesh,"AIIMS, Rai Bareli",EMERGENCY MEDICINE,AIIMS-All India,OBC
1,2313,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,ST
1,2330,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,OBC
1,2335,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,2336,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,PGIMER-All India,UR
1,2352,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,OBC
1,2353,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2359,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2366,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2373,Madhya Pradesh,"AIIMS, Bhopal",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2375,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2377,Punjab,"AIIMS, Bathinda",OPHTHALMOLOGY,AIIMS-All India,EWS
1,2381,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,SC
1,2383,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,PGIMER-All India,OBC-PwD
1,2390,Uttar Pradesh,"AIIMS, Gorakhpur",RADIO DIAGNOSIS,AIIMS-All India,SC
1,2403,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2409,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2420,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2421,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,AIIMS-All India,EWS
1,2429,Maharashtra,"AIIMS, Nagpur",IHBT,AIIMS-All India,UR
1,2439,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
1,2440,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,AIIMS-All India,SC
1,2442,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2445,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,2450,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2454,Uttar Pradesh,"AIIMS, Rai Bareli",NEUROSURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2455,Punjab,"AIIMS, Bathinda",PSYCHIATRY,AIIMS-All India,OBC
1,2458,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2464,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2467,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2471,West Bengal,"AIIMS, Kalyani",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2477,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,AIIMS-All India,UR
1,2483,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PSYCHIATRY,AIIMS-All India,OBC
1,2484,Madhya Pradesh,"AIIMS, Bhopal",FAMILY MEDICINE,AIIMS-All India,EWS
1,2486,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-Rural,UR-RA
1,2489,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,OBC
1,2496,Rajasthan,"AIIMS, Jodhpur",ENT,AIIMS-All India,EWS
1,2506,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-All India,UR
1,2508,Madhya Pradesh,"AIIMS, Bhopal",IHBT,AIIMS-All India,UR
1,2522,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2536,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,AIIMS-All India,OBC
1,2538,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,AIIMS-All India,EWS
1,2557,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2563,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,AIIMS-All India,OBC
1,2568,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2569,Delhi,"AIIMS, Delhi",PMR,AIIMS-All India,OBC
1,2575,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,JIMPER-Inst. Pref,INST (JIPMER)
1,2583,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-All India,EWS
1,2607,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2608,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,AIIMS-All India,UR
1,2613,Rajasthan,"AIIMS, Jodhpur",BIOCHEMISTRY,AIIMS-All India,UR
1,2629,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,2637,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-All India,OBC
1,2642,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2652,Madhya Pradesh,"AIIMS, Bhopal",NUCLEAR MEDICINE,AIIMS-All India,SC
1,2653,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2662,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,EWS
1,2666,Punjab,"AIIMS, Bathinda",DERMATOLOGY,AIIMS-All India,SC
1,2674,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
1,2684,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,2687,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,2692,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,AIIMS-All India,SC
1,2701,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,AIIMS-All India,ST
1,2702,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2723,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,AIIMS-All India,SC
1,2730,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,SC
1,2735,Uttarakhand,"AIIMS, Rishikesh",PLASTIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2743,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,SC
1,2745,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2746,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-All India,UR
1,2753,Odisha,"AIIMS, Bhubaneswar",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2782,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,SC
1,2793,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2798,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIPMER-All India,OBC
1,2800,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,SC
1,2821,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,OBC
1,2823,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,SC
1,2832,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,AIIMS-All India,EWS
1,2853,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,AIIMS-All India,SC
1,2862,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2890,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2914,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,AIIMS-All India,SC
1,2927,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,UR
1,2933,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
1,2944,Punjab,"AIIMS, Bathinda",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2946,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,2948,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,UR
1,2950,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,JIPMER-All India,SC
1,2962,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,SC
1,2965,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIPMER-All India,OBC
1,2969,Telangana,"AIIMS, Bibinagar",PATHOLOGY,AIIMS-All India,OBC
1,2970,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-All India,OBC
1,2978,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,ST
1,2980,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,UR
1,3001,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-NE Domicile,OBC-North East Domicile
1,3007,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,3017,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,AIIMS-All India,OBC
1,3018,Uttarakhand,"AIIMS, Rishikesh",MICROBIOLOGY,AIIMS-All India,UR
1,3021,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,ST
1,3036,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,PGIMER-All India,SC
1,3037,Maharashtra,"AIIMS, Nagpur",PLASTIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3038,Bihar,"AIIMS, Patna",PHARMACOLOGY,AIIMS-All India,UR
1,3043,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3050,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
1,3066,Uttarakhand,"AIIMS, Rishikesh",PSYCHIATRY,AIIMS-All India,SC
1,3067,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,AIIMS-All India,SC
1,3088,Assam,"AIIMS, Guwahati",PMR,AIIMS-All India,OBC
1,3095,Maharashtra,"AIIMS, Nagpur",PMR,AIIMS-All India,OBC
1,3120,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,3138,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,AIIMS-All India,SC
1,3150,Bihar,"AIIMS, Patna",PMR,AIIMS-All India,OBC
1,3155,Pondicherry,"JIPMER, Puducherry",PMR,JIPMER-All India,EWS
1,3156,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,AIIMS-All India,SC
1,3191,Delhi,"AIIMS, Delhi",FORENSIC MEDICINE,AIIMS-All India,OBC
1,3198,Gujarat,"AIIMS, Rajkot",DERMATOLOGY,AIIMS-All India,SC
1,3228,Uttar Pradesh,"AIIMS, Gorakhpur",PATHOLOGY,AIIMS-All India,OBC
1,3249,Maharashtra,"AIIMS, Nagpur",OBG,AIIMS-All India,SC
1,3256,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
1,3263,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIPMER-All India,OBC
1,3266,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,AIIMS-All India,UR
1,3277,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
1,3286,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,UR
1,3298,Bihar,"AIIMS, Patna",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3356,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,AIIMS-All India,OBC-PwD
1,3372,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,ST
1,3394,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,EWS
1,3406,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,AIIMS-All India,SC
1,3418,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
1,3438,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3465,Punjab,"AIIMS, Bathinda",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3466,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3485,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,OBC
1,3492,Maharashtra,"AIIMS, Nagpur",MICROBIOLOGY,AIIMS-All India,UR
1,3496,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,OBC
1,3500,Bihar,"AIIMS, Patna",PATHOLOGY,AIIMS-All India,OBC
1,3513,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,AIIMS-All India,UR
1,3515,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,3526,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,SC
1,3553,Bihar,"AIIMS, Patna",PAEDIATRICS,AIIMS-All India,SC
1,3555,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-Rural,UR-RA
1,3564,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,AIIMS-All India,SC
1,3575,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,AIIMS-All India,UR
1,3586,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
1,3595,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,AIIMS-All India,SC
1,3603,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
1,3612,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3649,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,SC
1,3655,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,AIIMS-All India,UR
1,3659,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,OBC
1,3661,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,AIIMS-All India,SC
1,3698,Telangana,"AIIMS, Bibinagar",PMR,AIIMS-All India,OBC
1,3700,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3707,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,AIIMS-All India,OBC
1,3735,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
1,3736,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3737,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3741,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,OBC
1,3745,Gujarat,"AIIMS, Rajkot",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3746,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,AIIMS-All India,SC
1,3747,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3754,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3767,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,SC
1,3777,Jharkhand,"AIIMS, Deoghar",MICROBIOLOGY,AIIMS-All India,UR
1,3778,Punjab,"AIIMS, Bathinda",MICROBIOLOGY,AIIMS-All India,UR
1,3782,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,AIIMS-All India,ST
1,3797,Odisha,"AIIMS, Bhubaneswar",NUCLEAR MEDICINE,AIIMS-All India,SC
1,3802,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,ST
1,3803,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,UR
1,3809,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,EWS
1,3823,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,AIIMS-All India,SC
1,3851,Chhattisgarh,"AIIMS, Raipur",NUCLEAR MEDICINE,AIIMS-All India,UR-PwD
1,3872,Andhra Pradesh,"AIIMS, Mangalagiri",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,3877,Andhra Pradesh,"AIIMS, Mangalagiri",NUCLEAR MEDICINE,AIIMS-All India,SC
1,3887,West Bengal,"AIIMS, Kalyani",PHYSIOLOGY,AIIMS-All India,UR
1,3910,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3911,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3943,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,AIIMS-All India,SC
1,3945,Rajasthan,"AIIMS, Jodhpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3973,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
