State,Institute,Course,Seats,Fee
West Bengal,"ESI, Joka, Kolkata",MBBS,6,100000
West Bengal,"ESI, Joka, Kolkata",MBBS,6,100000
West Bengal,"ESI, Joka, Kolkata",MBBS,4+3(VV),100000
West Bengal,Burdwan Medical College,MBBS,11,9000
West Bengal,Burdwan Medical College,MBBS,9+1(VV),9000
West Bengal,Burdwan Medical College,MBBS,0+6(VV),9000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,7,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,5+2(VV),24000
"Auton. State Med Coll, Hardoi",MBBS,3+4(VV),"?24,000*",
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,6,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,5+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1+5(VV),24000
Bihar,"Government Med Coll, Purnea",MBBS,5,9500
Bihar,"Government Med Coll, Purnea",MBBS,5,9500
Bihar,"Government Med Coll, Purnea",MBBS,0+4(VV),9500
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,2,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,2,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,2,7400
Rajasthan,"Govt Med Coll, Banswara",MBBS,2,96029
Rajasthan,"Govt Med Coll, Banswara",MBBS,2,96029
Rajasthan,"Govt Med Coll, Banswara",MBBS,0+2(VV),96029
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,0+1(VV),100000
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,0+1(VV),100000
Maharashtra,"Govt Med Coll, Miraj",MBBS,10,158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,8+2(VV),158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,5+5(VV),158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,1,158600
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,1+1(VV),24000
Maharashtra,"Seth GS, Mumbai",MBBS,6,158600
Maharashtra,"Seth GS, Mumbai",MBBS,3,158600
Maharashtra,"Seth GS, Mumbai",MBBS,0+2(VV),158600
Telangana,"Kakatiya Med Coll, Warangal",MBBS,13,14000
Telangana,"Kakatiya Med Coll, Warangal",MBBS,11+2(VV),14000
Telangana,"Kakatiya Med Coll, Warangal",MBBS,3+6(VV),14000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,0+1(VV),24000
Haryana,"ESI Med Coll, Faridabad",MBBS,11,24000
Haryana,"ESI Med Coll, Faridabad",MBBS,1+5(VV),24000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+4(VV),24000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,6,150000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,5+1(VV),150000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,4+2(VV),150000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,1,150000
Madhya Pradesh,"GMC, Sheopur",MBBS,7,100000
Madhya Pradesh,"GMC, Sheopur",MBBS,4+2(VV),100000
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,9,18073
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,9,18073
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,2+6(VV),18073
Karnataka,"Hassan IMS, Hassan",MBBS,9,64350
Karnataka,"Hassan IMS, Hassan",MBBS,12,64350
Karnataka,"Hassan IMS, Hassan",MBBS,2+6(VV),64350
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,14,15000
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,5+7(VV),15000
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,2+7(VV),15000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,3,24000
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,6,18073
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,6,18073
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,1+5(VV),18073
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,1,18073
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,5,18073
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,4+1(VV),18073
Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,1+4(VV),18073
Madhya Pradesh,"GMC, Sheopur",MBBS,3,100000
Madhya Pradesh,"GMC, Sheopur",MBBS,0+3(VV),100000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,2,50000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,2,50000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,0+2(VV),50000
Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,0+6(VV),18073
Madhya Pradesh,"Government Med Coll, Satna",MBBS,7,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,6+1(VV),100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,4+3(VV),100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2,100000
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,69,60300
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,0+8(VV),60300
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,0+5(VV),60300
Assam,"ESIC, Beltola",MBBS,3,100000
Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,0+6(VV),18073
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,0+4(VV),24000
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,1+5(VV),18073
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,6,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,5+1(VV),24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,3+1(VV),24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1,24000
West Bengal,"NBMC, Darjeeling",MBBS,11,9000
West Bengal,"NBMC, Darjeeling",MBBS,10,9000
West Bengal,"NBMC, Darjeeling",MBBS,3+6(VV),9000
West Bengal,"NBMC, Darjeeling",MBBS,1,9000
Maharashtra,"MPGIMER, Nashik",MBBS,2,158600
Maharashtra,"MPGIMER, Nashik",MBBS,2,158600
Maharashtra,"MPGIMER, Nashik",MBBS,1+1(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,2+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,2+2(VV),24000
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,14,15000
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,5+5(VV),15000
Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,3+5(VV),15000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,4,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,3+1(VV),24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,2+2(VV),24000
Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,1+2(VV),24000
Uttarakhand,"Government Med Coll, Haridwar",MBBS,4,150000
Uttarakhand,"Government Med Coll, Haridwar",MBBS,4,150000
Uttarakhand,"Government Med Coll, Haridwar",MBBS,4,150000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1+3(VV),24000
Bihar,"Govt Med Coll, Bettiah",MBBS,2,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,2,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,0+1(VV),9500
Punjab,"Guru Govind Singh, Faridkot",MBBS,3,192000
Punjab,"Guru Govind Singh, Faridkot",MBBS,3,192000
Punjab,"Guru Govind Singh, Faridkot",MBBS,2+2(VV),192000
Punjab,"Guru Govind Singh, Faridkot",MBBS,1,192000
Haryana,"Maharishi Chyawan Med Coll,Koriawas",MBBS,1,61410
Haryana,"Maharishi Chyawan Med Coll,Koriawas",MBBS,0+1(VV),61410
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,6,100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,4+2(VV),100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,1+5(VV),100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,1,100000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,1+3(VV),24000
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,0+1(VV),100000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,4,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,4,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,4,150000
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,6,18073
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,6,18073
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,0+6(VV),18073
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,10,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,10,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,2+7(VV),158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,5,158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,4+1(VV),158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,2+3(VV),158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,1,158600
Delhi,"Dr BSA Med Coll, Delhi",MBBS,3,75000
Delhi,"Dr BSA Med Coll, Delhi",MBBS,3,75000
Delhi,"Dr BSA Med Coll, Delhi",MBBS,0+1(VV),75000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,0+1(VV),24000
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,5,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,5,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,3+1(VV),27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,4,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,6,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,1+5(VV),100000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,7,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,7,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,4+2(VV),24000
Punjab,"AIIMS, Bathinda",MBBS,14,1350
Punjab,"AIIMS, Bathinda",MBBS,2+6(VV),1350
Punjab,"AIIMS, Bathinda",MBBS,0+7(VV),1350
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,6,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,6,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,2+4(VV),24000
Maharashtra,"Govt Med Coll, Akola",MBBS,12,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,10+2(VV),158600
Maharashtra,"Govt Med Coll, Akola",MBBS,1+9(VV),158600
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,3,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,3,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1+2(VV),24000
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,9,18073
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,9,18073
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,1+8(VV),18073
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,4,18073
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,4,18073
Tamil Nadu,Govt Sivagangai Med Coll,MBBS,0+4(VV),18073
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,4,100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,4,100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,3+1(VV),100000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,4,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,3,24000
Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,1+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,7,24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,4+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,3+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Assam,"Gauhati Med Coll, Guwahati",MBBS,8,6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,8+1(VV),6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,3+6(VV),6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,1,6400
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,7,24000
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,6+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,4+3(VV),24000
Maharashtra,"Govt Med Coll, Baramati",MBBS,1,158600
Maharashtra,"Govt Med Coll, Baramati",MBBS,1,158600
Maharashtra,"Govt Med Coll, Baramati",MBBS,0+1(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1+3(VV),24000
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,5,18073
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,5,18073
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,1+4(VV),18073
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,4,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,3+1(VV),24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,0+4(VV),24000
West Bengal,Burdwan Medical College,MBBS,8,9000
West Bengal,Burdwan Medical College,MBBS,8,9000
West Bengal,Burdwan Medical College,MBBS,1+5(VV),9000
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,8,18073
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,6+2(VV),18073
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,2+5(VV),18073
Bihar,"Govt Med Coll, Bettiah",MBBS,5,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,5,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,4+1(VV),9500
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,8,18073
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,8,18073
Tamil Nadu,"Govt Med Coll, Ariyalur",MBBS,0+8(VV),18073
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,8,158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,7+1(VV),158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,2+5(VV),158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,1,158600
Gujarat,"GMERS Medical College, Navsari",MBBS,3,375000
Gujarat,"GMERS Medical College, Navsari",MBBS,2+1(VV),375000
Gujarat,"GMERS Medical College, Navsari",MBBS,0+3(VV),375000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,13,24000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,2+6(VV),24000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,0+7(VV),24000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,5,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,5,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2+3(VV),100000
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,5,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,5,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,0+4(VV),24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,1,24000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,7,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,7,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,4+3(VV),100000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,7,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,6+1(VV),50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,0+4(VV),50000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,6,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,5+1(VV),9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,0+4(VV),9000
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,4,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,4,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,3+1(VV),7400
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,4,18073
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,4,18073
Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,0+4(VV),18073
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,3,18073
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,3,18073
Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,1+2(VV),18073
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,6,18073
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,5+1(VV),18073
Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,0+6(VV),18073
West Bengal,Burdwan Medical College,MBBS,3,9000
West Bengal,Burdwan Medical College,MBBS,3,9000
West Bengal,Burdwan Medical College,MBBS,1+2(VV),9000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,4,24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,3+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,2+2(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Maharashtra,"Govt Med Coll, Akola",MBBS,7,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,5+2(VV),158600
Maharashtra,"Govt Med Coll, Akola",MBBS,1+3(VV),158600
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,3+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,1+2(VV),24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,1+3(VV),24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,3,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,3,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,0+2(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,6,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,6,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,2+4(VV),24000
Kerala,"Govt Med Coll, Kollam",MBBS,15,24000
Kerala,"Govt Med Coll, Kollam",MBBS,4+7(VV),24000
Kerala,"Govt Med Coll, Kollam",MBBS,0+9(VV),24000
Assam,"ESIC, Beltola",MBBS,2,100000
Maharashtra,"VMMC, Solapur",MBBS,8,158600
Maharashtra,"VMMC, Solapur",MBBS,8,158600
Maharashtra,"VMMC, Solapur",MBBS,4+3(VV),158600
Uttarakhand,"Government Med Coll, Haridwar",MBBS,2,150000
Uttarakhand,"Government Med Coll, Haridwar",MBBS,2,150000
Uttarakhand,"Government Med Coll, Haridwar",MBBS,2,150000
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,4,24000
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,1,24000
Maharashtra,"Govt Med Coll, Miraj",MBBS,7,158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,7,158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,2+4(VV),158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,5,158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,5,158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,3+2(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,5,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,5,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,1+4(VV),24000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,4,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,4,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1+3(VV),100000
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,8,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,10,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,5+5(VV),64350
West Bengal,"College of Med & JNM, Kalyani",MBBS,8,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,11,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,4+6(VV),9000
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,2,24000
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,6,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,6,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,0+5(VV),9500
Odisha,"Govt Med Coll, Balasore",MBBS,5,22000
Odisha,"Govt Med Coll, Balasore",MBBS,5,22000
Odisha,"Govt Med Coll, Balasore",MBBS,2+3(VV),22000
Assam,"Gauhati Med Coll, Guwahati",MBBS,3,6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,4,6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,2+2(VV),6400
Assam,"Gauhati Med Coll, Guwahati",MBBS,1,6400
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,10,15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,7+2(VV),15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,1+6(VV),15000
Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,0+2(VV),100000
Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,1+1(VV),100000
Maharashtra,"Govt Med Coll, Nanded",MBBS,5,158600
Maharashtra,"Govt Med Coll, Nanded",MBBS,5,158600
Maharashtra,"Govt Med Coll, Nanded",MBBS,2+3(VV),158600
Karnataka,"Hassan IMS, Hassan",MBBS,6,64350
Karnataka,"Hassan IMS, Hassan",MBBS,8,64350
Karnataka,"Hassan IMS, Hassan",MBBS,2+4(VV),64350
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,7,18073
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,7,18073
Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,0+7(VV),18073
Karnataka,Kodagu Inst of Med Sciences,MBBS,9,64350
Karnataka,Kodagu Inst of Med Sciences,MBBS,6+3(VV),64350
Karnataka,Kodagu Inst of Med Sciences,MBBS,1+6(VV),64350
Karnataka,Kodagu Inst of Med Sciences,MBBS,1,64350
Maharashtra,"Govt Med Coll, Akola",MBBS,2,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,2,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,1+1(VV),158600
West Bengal,"NBMC, Darjeeling",MBBS,8,9000
West Bengal,"NBMC, Darjeeling",MBBS,7+1(VV),9000
West Bengal,"NBMC, Darjeeling",MBBS,3+3(VV),9000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,4,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,1+3(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,5,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,5,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,1+4(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,0+2(VV),24000
